title,productDesc,sellerID,price
"Wine - White, Colubia Cresh",Thoraco robotic ast proc,A20,49.94
Wine - Pinot Grigio Collavini,Other chest cage incis,A32,13.53
Cheese - Pied De Vents,Excise tib/fib for graft,A31,16.15
Appetizer - Assorted Box,Clos biliary fistul NEC,A13,35.31
Figs,Excision of uvula,A22,5.2
Island Oasis - Strawberry,Therapeut evac ant chamb,A29,84.8
Wine - Winzer Krems Gruner,Ext audit canal reconstr,A10,18.17
"Nut - Walnut, Pieces",Parathyroid scan,A38,75.83
Pork - Back Ribs,Endosc sphincterotomy,A38,11.79
Sage - Ground,Hemorrhage control NOS,A34,95.87
Cheese - Brie Roitelet,Radical vag hyst NEC/NOS,A13,63.06
Broom Handle,Remov intralum uter FB,A20,30.22
Bread - Malt,Intracran pressure montr,A20,60.19
Rabbit - Whole,Mri spinal canal,A15,58.9
Juice - Ocean Spray Cranberry,Adenoidectomy,A36,99.02
Goat - Whole Cut,Allogrft bone marrow NOS,A15,11.78
Steampan - Lid For Half Size,Digital exam of uterus,A50,59.13
Flour - Pastry,Uterus/adnexa repair NEC,A11,75.47
"Iced Tea - Lemon, 460 Ml",Endosc inser panc stent,A37,73.7
Wine - Gato Negro Cabernet,Psychiat mental determin,A49,35.11
Cheese - Grie Des Champ,Intra-abdomin shunt NEC,A21,11.82
Nescafe - Frothy French Vanilla,Injection into tendon,A36,46.43
Beef - Tenderloin,Thyr/parathy dx proc NEC,A34,74.22
Calypso - Black Cherry Lemonade,Interview & evaluat NEC,A38,30.3
Wine - Magnotta - Belpaese,Occlude leg vein NEC,A29,43.91
Salt - Seasoned,Fasciotomy of hand,A11,31.44
"Wine - Red, Wolf Blass, Yellow",Opn/oth rep tcspd vlv-ts,A30,37.74
"Wine - Red, Concha Y Toro",Remov intralum rect FB,A48,41
Towel - Roll White,Anal/perian dx proc NEC,A08,93.67
Soho Lychee Liqueur,Clo endosc bx bile duct,A08,47.77
Grand Marnier,Penile operation NEC,A10,16.52
Appetizer - Cheese Bites,Lg bowel exteriorization,A17,31.71
Watercress,Testes dx procedure NEC,A15,26.51
"Split Peas - Green, Dry",Local vulvar excis NEC,A17,35.02
Cheese - Comtomme,Gastroscopy thru stoma,A49,47.17
"Bread - Crumbs, Bulk",Radius/ulna wedg osteoto,A43,9.15
"Coke - Classic, 355 Ml",Endo pulm arwy flow msmt,A36,69.94
Mustard Prepared,"Exc/dest hrt les, thrspc",A20,80.8
Jolt Cola - Red Eye,Perf keratopl w autogrft,A20,89.39
Table Cloth 90x90 Colour,Interphalangeal fusion,A17,95.9
Cookie Double Choco,Micro exam-integumen NEC,A48,69.54
Beer - True North Strong Ale,Rev hip repl-acetab comp,A08,15.26
Bread - Pumpernickel,Soft tissue aspirat NEC,A11,49.32
Ecolab - Hobart Washarm End Cap,Part breech extract NEC,A01,25.42
Bread Base - Gold Formel,Trnsapcl rep aortc valve,A08,40.86
Beef - Eye Of Round,Excis cyst duct remnant,A21,62.12
Muffins - Assorted,Trnsapcl rep aortc valve,A44,85.56
Cheese - Cream Cheese,Ophthalmoscopy,A32,62.97
Papayas,Pelvic evisceration,A38,55.4
Oven Mitt - 13 Inch,Bursectomy of hand,A48,34.44
Bar - Granola Trail Mix Fruit Nut,Open red-sep epiphy NEC,A48,10.1
"Soup - Knorr, Chicken Noodle",Mediastinal tracheostomy,A19,84.62
Rabbit - Legs,Peritonsillar i & d,A37,30.37
Cheese - Oka,Thoracic endarterectomy,A38,88
Compound - Strawberry,Open reduction-finger fx,A40,9.31
Chocolate - Liqueur Cups With Foil,Intra-op neurophys montr,A38,35.51
Neckerchief Blck,Hysteroscopy,A37,30.19
Peach - Halves,Limb length proc-humerus,A26,66.1
"Tart Shells - Sweet, 2",Arth/pros rem wo rep-hip,A13,87.44
Foie Gras,Whole blood transfus NEC,A32,11.1
Ginger - Crystalized,C & s-lower GI,A50,28.7
Appetizer - Cheese Bites,Adhesiolysis mus/ten/fas,A13,85.2
Trueblue - Blueberry 12x473ml,Other tendon transposit,A21,9.36
"Napkin - Beverge, White 2 - Ply",Other excision of lung,A50,29.66
"Chicken - Leg, Fresh",Cl red-int fix metac/car,A37,10.09
"Nut - Pistachio, Shelled",Cystostomy closure,A34,76.34
Cheese - Gouda Smoked,Implt cardiodefib genatr,A41,28.36
"Turkey - Breast, Smoked",Remov intralum gastr FB,A44,28.94
"Marjoram - Dried, Rubbed",Lap pull-thru res rectum,A21,41.87
English Muffin,Lap pt ex lrg intest NEC,A48,19.15
"Bread - Roll, Soft White Round",Finger injury op NOS,A34,96.8
Puff Pastry - Sheets,Cerebral thermography,A21,18.43
Lettuce - Arugula,Canthotomy,A22,50.58
Fond - Chocolate,Destruc bartholin gland,A34,4.86
Pork - Smoked Back Bacon,Scrotum/tunic repair NEC,A41,75.46
Coffee Swiss Choc Almond,CV cath plcmt w guidance,A21,65
Ginger - Fresh,Totl reconst breast NEC,A30,35.47
Bagels Poppyseed,Excision of knee NEC,A38,10.25
Garlic - Elephant,Int inser lead in atrium,A20,28.11
Bandage - Flexible Neon,Esophag stricture repair,A29,62.96
Chinese Foods - Cantonese,Knee structure division,A44,96.28
Pastry - French Mini Assorted,Total ureterectomy,A01,71.06
Oven Mitts - 15 Inch,Tarsometatarsal fusion,A20,26.61
"Cheese - Woolwich Goat, Log",Subtotal mastectomy,A30,91.77
Wine - Ice Wine,Remove solitary fal tube,A15,21.25
Island Oasis - Strawberry,Int fixation-chest cage,A40,63.15
Sesame Seed,Nonoperative exams NEC,A40,98.81
Baking Powder,Orbitotomy w implant,A31,25.83
Wine - Clavet Saint Emilion,Routine psychiat visit,A32,78.41
"Gingerale - Schweppes, 355 Ml",Cl reduc dislocation NEC,A19,25.14
Wine - Pinot Noir Latour,Pancreatic tube irrigat,A22,23.74
Spice - Peppercorn Melange,Egd with closed biopsy,A48,23.12
Wine - Periguita Fonseca,Cranial osteoplasty NEC,A26,5.09
Browning Caramel Glace,Other repair of joint,A41,48.55
Pastry - Baked Scones - Mini,Destruc bartholin gland,A21,14.73
Milk - Skim,"Endo ins/re brnc val,mul",A17,28
Ezy Change Mophandle,"Imp crtd sinus stm,totl",A17,6.72
The Pop Shoppe - Root Beer,Gum biopsy,A34,41.15
Parasol Pick Stir Stick,"Repair of hip, NEC",A34,22.52
Smoked Paprika,Destruct esophag les NEC,A34,4.98
Blue Curacao - Marie Brizard,Bladder exstrophy repair,A11,47.68
Kellogs Special K Cereal,Replace indwelling cath,A36,35.02
Wonton Wrappers,Excision orbital lesion,A31,75.27
Bread - Crusty Italian Poly,Other acupuncture,A50,4.72
Hog / Sausage Casing - Pork,Other plastic ops muscle,A44,18.74
Creme De Menthe Green,Cystostomy irrigation,A19,8.93
Cookie Dough - Chocolate Chip,Lysis of hand adhesions,A21,88.39
"Bread - Rolls, Rye",Contrast bronchogram NEC,A22,54.08
Pork Ham Prager,Xtraoc mus op/detach NEC,A49,22.55
Cheese - Parmesan Cubes,Bone mineral density,A44,63.47
Juice - V8 Splash,Repair of hammer toe,A08,77.76
"Wine - Red, Cabernet Sauvignon",Excision of joint NEC,A43,35.14
Pears - Bosc,Tonsillectomy,A37,43.79
"Bread - White, Unsliced",Prosthet dental implant,A17,47.57
Eggplant Oriental,Instrument delivery NEC,A40,43.25
Wine - Chateau Timberlay,Lid marg lac rx-ful thic,A44,30.92
Grapes - Green,Type 5 tympanoplasty,A26,79.85
"Juice - V8, Tomato",Sm bowel-rect stump anas,A21,11.83
Chocolate - Mi - Amere Semi,Perc ather extracran vsl,A44,32.37
Pork - Smoked Back Bacon,Revise disc prosth NOS,A08,55.75
Tea - Earl Grey,Thorac esophagoenter NEC,A41,67.48
"Pasta - Fett Alfredo, Single Serve",Lap periton adhesiolysis,A08,6.35
"Rum - Dark, Bacardi, Black",Destruct-hip lesion NEC,A15,14
Potatoes - Pei 10 Oz,Symbleph rep w free grft,A10,8.4
"Wine - White, Pelee Island",Cryosurg destr rect les,A08,6.59
Goldschalger,Radical laryngectomy,A32,30.85
Chick Peas - Canned,Lap unilat oophorectomy,A40,89.66
Rambutan,Cls red-radius/ul epiphy,A15,15.42
Kolrabi,Lysis of nasal adhesions,A44,79.45
Beef - Top Butt Aaa,Prosthet/orthot training,A37,5.65
Food Colouring - Pink,Other skeletal x-ray,A32,17.74
Salt - Table,Opn abltn renal les/tiss,A48,66.25
Lidsoupcont Rp12dn,Unspec op-bone inj NEC,A40,67.74
Cafe Royale,Transab cerclage cervix,A10,53.26
"Chocolate - Milk, Callets",Endolymphatic shunt,A31,4.29
Cheese - La Sauvagine,Nonmag remov post seg FB,A38,8.3
"Pasta - Fett Alfredo, Single Serve",Remov intralum trach FB,A40,32.21
Sauce - Mint,Toxicology-upper urinary,A29,46.73
Soap - Hand Soap,Ureteral meatus dilation,A01,49.51
Blueberries,Loc exc bony palate les,A21,96.61
Tomatoes - Yellow Hot House,Subtalar fusion,A30,20.25
Wine - Coteaux Du Tricastin Ac,Replace upper limb cast,A15,1.68
Chips Potato All Dressed - 43g,Iridotomy NEC,A36,76.67
"Champagne - Brights, Dry",Imp epiretinal prosth,A32,31.75
"Asparagus - Green, Fresh",Lap rem gast restric dev,A01,45.49
Bag Clear 10 Lb,Other heat therapy,A31,70.83
V8 Pet,Tibia/fibula div NEC,A48,86.84
Honey - Liquid,Perianal excision NEC,A17,67.77
Barley - Pearl,Donor marrow aspiration,A36,91.27
Sauce - Cranberry,Tuberculosis vaccination,A20,90.95
Veal - Ground,Routine psychiat visit,A34,86.85
Nantucket - Orange Mango Cktl,Gastroscopy NEC,A10,16.71
Neckerchief Blck,Non-coronary IFVA,A08,91.65
Remy Red Berry Infusion,Keratomileusis,A37,28.6
Tea - Honey Green Tea,Repair retina detach NEC,A20,81.46
Lychee - Canned,Brain/skull contrst xray,A43,23.14
Mortadella,Cl reduc disloc NOS,A40,65.97
Cheese - Colby,Clos pharynx fistula NEC,A50,59.68
Food Colouring - Blue,Lap res transverse colon,A10,44.28
Sauce - Chili,Dx aspirat-ant chamber,A31,71.74
Appetizer - Assorted Box,Lap incis hern repr-grft,A26,47.03
Coffee - Frthy Coffee Crisp,Levator musc suspension,A40,49.3
Soup Campbells - Italian Wedding,Distal pancreatectomy,A40,78.42
Cod - Black Whole Fillet,Transjugular liver bx,A21,74.67
Bouq All Italian - Primerba,Lam keratplast w autgrft,A37,88.27
Wine - Lamancha Do Crianza,"Hip surface, metal/metal",A43,7.03
Kolrabi,Seminal vesicle excision,A38,61.31
Beans - Fine,Lid reconst w skin graft,A11,44.38
Energy Drink - Franks Pineapple,Implt/repl carddefib tot,A20,54.51
Cheese - Blue,Truncal vagotomy,A32,61.03
Oven Mitt - 13 Inch,Cl reduc disloc-hip,A11,24.13
Sauce - Salsa,Plast op hand w grft NEC,A43,61.57
"Crab - Claws, Snow 16 - 24",Open fx reduction NEC,A44,16.23
Nut - Pumpkin Seeds,Mid & inner ear biopsy,A13,68.3
Hog / Sausage Casing - Pork,Suture vas & epidid lac,A29,78.06
Chocolate - Chips Compound,Opn tricus valvuloplasty,A32,19.61
Nori Sea Weed,Conduit rt vent-pul art,A15,11.48
"Soup - Knorr, Ministrone",Endo pulm arwy flow msmt,A19,93.67
Vinegar - Balsamic,Permanent ileostomy NEC,A34,48.04
"Roe - Lump Fish, Red",Arth/pros rem wo rep NEC,A40,27.8
Wine - Valpolicella Masi,Opn tricus valvuloplasty,A22,89.03
Coffee - Ristretto Coffee Capsule,Bicycle ergometer test,A13,65.52
"Fish - Base, Bouillion",Therapeu plasmapheresis,A36,54.58
Bread - 10 Grain,Toxicology-spleen/marrow,A31,47.53
Kiwi Gold Zespri,Insert vasc access dev,A10,91.44
Lighter - Bbq,Cervical fistula repair,A26,37.47
Banana - Leaves,Tooth & gum dx proc NEC,A10,42.81
Juice - Happy Planet,Pituitary fossa explorat,A20,91.72
Squash - Sunburst,Eyelid operation NEC,A22,85.72
"Vodka - Lemon, Absolut",Insert recombinant BMP,A20,98.77
Rice - Basmati,Dye hysterosalpingogram,A37,43.58
Ketchup - Tomato,Int fixation-metatar/tar,A44,7.82
Duck - Fat,Aorta resection & anast,A40,34.07
Sugar Thermometer,Oth tib/fib repair/plast,A44,24.93
"Tart Shells - Sweet, 3",Surg corr invert uterus,A15,31.92
Wine - Sauvignon Blanc Oyster,Ocular prosthetics,A48,69.35
Beer - Sleemans Cream Ale,Insert colonic stent NEC,A34,20.99
Juice - Propel Sport,X-ray of gravid uterus,A15,90.73
Wine - Baron De Rothschild,Thorac part exisn thymus,A44,61.17
Flour - Strong Pizza,Destruc-shoulder les NEC,A50,40.83
Juice - Lemon,Open periph nerve biopsy,A31,39.96
Broom - Angled,Laparoscop gastroplasty,A19,36.39
"Doilies - 7, Paper",Smallpox vaccination,A37,67.38
The Pop Shoppe Pinapple,Impl CRT defibrillat sys,A48,10.99
Crackers - Graham,Other brain dx procedure,A13,5.15
Tea - Black Currant,Gum operation NEC,A08,42.35
Cognac - Courvaisier,Inf liquid brachy isotop,A11,2.11
Versatainer Nc - 8288,Incision of palate,A31,3.07
Cinnamon Rolls,Clinical hearing test,A43,50.59
Yoplait Drink,Wedge osteotomy NOS,A34,23.22
Easy Off Oven Cleaner,Mastoid incision,A36,76.17
"Cheese - Mozzarella, Buffalo",Tympanoplasty revision,A36,85.8
Jerusalem Artichoke,Occlude abd artery NEC,A22,74.49
Blouse / Shirt / Sweater,Insert bone stim-humerus,A36,9.42
Cookie Trail Mix,Ops assisting deliv NEC,A40,26.7
Ham - Procutinni,Vaginal operation NEC,A10,65.92
Veal - Inside,Esophageal operation NEC,A49,12.98
Fennel - Seeds,Lung transplant NOS,A01,74.18
Paper Cocktail Umberlla 80 - 180,Marrow diagnost proc NEC,A19,25.81
Long Island Ice Tea,Percu endosc jejunostomy,A38,75.23
"Bread - Crumbs, Bulk","Implant CCM,total system",A08,23.44
"Chocolate - Pistoles, Lactee, Milk",Opn bx larynx or trachea,A17,13.57
"Salmon - Atlantic, Skin On",Leg artery resect/anast,A19,12.42
Cookie Trail Mix,Thalamus operations,A36,3.02
"Tart Shells - Barquettes, Savory",Lap gastric restric proc,A20,46.01
Sauce - Rosee,Closure of mouth fistula,A34,39.4
Wine - Dubouef Macon - Villages,Rad dissect iliac nodes,A36,40.84
Beef - Prime Rib Aaa,Spermatocele aspiration,A48,55.5
Appetizer - Mango Chevre,Endosc retro pancreatog,A11,80.24
Juice - Cranberry 284ml,Incis vulva/perineum NEC,A38,25.77
Tart - Raisin And Pecan,Urethrostomy closure,A08,24.57
Wood Chips - Regular,Esophagostomy NOS,A37,53.44
Wine - Carmenere Casillero Del,Insert oropharyn airway,A08,96.51
Plastic Arrow Stir Stick,Contrast arteriogram-leg,A21,11.76
Lamb - Shoulder,Ocular thermography,A20,22.9
Lettuce - Red Leaf,Ureteropexy,A21,86.01
Lid - 0090 Clear,Amputation of penis,A49,20.38
Coriander - Seed,Lung operation NEC,A22,32.61
Banana,Eustachian tube ops,A38,8.43
Phyllo Dough,Replace nasal packing,A08,52.34
"Wine - Red, Mosaic Zweigelt",Other gu instillation,A26,24.8
Beef - Salted,Oth part ostectomy NOS,A10,10.29
Fennel,Reopen recent lap site,A21,53.8
Beef - Shank,Bact smear-bili/pancreas,A17,50.41
Juice - Propel Sport,Lac punctum obliteration,A11,65.87
Muffin Hinge 117n,Ext version-assist deliv,A20,44.25
Sherbet - Raspberry,Subtalr jt arthroereisis,A43,92.56
Black Currants,Delay opening enterostom,A01,41.42
Evaporated Milk - Skim,Remove bladder stimulat,A50,69.24
"Pasta - Detalini, White, Fresh",Lap rev gast restri proc,A36,13.69
Fireball Whisky,Percutan renal aspirat,A29,66.88
"Artichoke - Hearts, Canned",Cl fx reduc-femur,A17,88.7
Chocolate Bar - Reese Pieces,Sm bowel exteriorization,A37,63.56
Pastry - Apple Muffins - Mini,Endosc remove panc stone,A49,31.84
"Pork - Chop, Frenched",Relaxation of scar,A19,83.88
Fork - Plastic,Other thymus ops NOS,A34,56.39
Sprouts - Peppercress,Diagnost vitreous aspir,A08,2.67
Paste - Black Olive,Bone graft-tibia/fibula,A26,26.19
Wine - Sogrape Mateus Rose,Insert/replac skull tong,A50,13.13
Oil - Cooking Spray,Anterior chamber op NEC,A10,15.58
Calypso - Lemonade,Thymus transplantation,A10,39.4
"Beef - Ox Tail, Frozen",Choledochoenterostomy,A41,27.38
Chicken - Bones,Ossicular chain op NEC,A41,69.1
Sesame Seed,Other myectomy,A50,37.62
Pepper - Green Thai,Allogrft bone marrow NOS,A17,64.79
"Crab - Claws, 26 - 30",Thoracic vessel inc NEC,A22,16.57
Chocolate - Chips Compound,Rad pancreaticoduodenect,A29,42.26
Pork - Bacon Cooked Slcd,Ligate gastric varices,A01,72.17
Ecolab - Balanced Fusion,Rev hip repl-liner/head,A17,86.24
Cocktail Napkin Blue,Perc ins carotid stent,A44,75.22
"Pasta - Fett Alfredo, Single Serve",Rep cornea postop dehisc,A43,54.31
Flour Pastry Super Fine,Epiglottidectomy,A13,5.33
Tomatillo,Removal peri stim lead,A38,22.45
"Juice - V8, Tomato",Excis cyst duct remnant,A22,49.41
Coffee - Cafe Moreno,Tendon advancement,A21,57.99
"Wine - Bourgogne 2002, La",Remov cholecystost tube,A08,30.47
Pork - Liver,Transfer of finger,A26,97.31
Wine - Ice Wine,Contr abd arteriogrm NEC,A17,96.86
"Doilies - 7, Paper",Liver scan/isotope funct,A31,98.39
Longos - Chicken Wings,Close nephrost & pyelost,A15,72.31
Foam Tray S2,Lacrim sac/passage excis,A31,12.73
The Pop Shoppe - Root Beer,Pulmon art wedge monitor,A50,15.07
Jicama,Myringoplasty,A21,64.29
"Yogurt - Raspberry, 175 Gr",Forcib correct defor NEC,A26,44.52
Sauce - Oyster,Seminal vesicle excision,A32,29.71
"Soup - Knorr, Classic Can. Chili",Carotid pulse tracing,A15,38.93
Prunes - Pitted,Middle ear incision,A50,35.07
Langers - Mango Nectar,Tonometry,A13,88.18
"Star Anise, Whole",Retrogr cystourethrogram,A29,73.57
Pastry - Banana Muffin - Mini,Intravs msmt ves NEC/NOS,A49,14.82
Lettuce - California Mix,Int fixation-humerus,A30,61.8
"Wine - White, Pinot Grigio",Pelvimetry,A26,62.86
Parsley - Dried,Reduction anal prolapse,A38,71.76
Lemon Tarts,Delayed tendon suture,A31,97.59
Devonshire Cream,Residual root removal,A36,43.29
Cheese - Valancey,Scrotal les destruction,A29,38.59
Steampan - Half Size Shallow,Anal biopsy,A20,59.35
Beer - Pilsner Urquell,Incisional hernia repair,A31,46.93
Drambuie,Intra-amnion inj for ab,A41,85.4
Flour - Bread,Cul-de-sac biopsy,A10,54.84
Chicken Giblets,Suture penile laceration,A15,26.37
Flavouring Vanilla Artificial,Iontophoresis,A41,50.25
Wine - Sicilia Igt Nero Avola,Remove int penile prosth,A41,46.56
Wine - Casillero Del Diablo,Bone biopsy NOS,A13,65.96
Mint - Fresh,Remov intralum ear FB,A30,36.26
Piping Jelly - All Colours,Tooth implantation,A31,41.79
Maple Syrup,Ops assisting deliv NEC,A32,33.27
Filo Dough,Culture-peritoneum,A30,71.11
Lamb Leg - Bone - In Nz,Parasitology-op wound,A11,45.8
Wine - Two Oceans Cabernet,Limb lengthn-metatar/tar,A34,40.25
Truffle Shells - Semi - Sweet,Open valvuloplasty NOS,A15,20.87
Coffee - Espresso,Drsl/dslmb fus post/post,A10,63.97
"Juice - Cranberry, 341 Ml",Esophagogastroplasty,A50,38.25
Tea Peppermint,Lap total abdominal hyst,A41,75.47
Currants,Reopen thoracotomy site,A13,50.33
Pepper - Red Thai,Salivary operation NEC,A08,29.3
Capon - Whole,Neurolyt injec-symp nrv,A44,46.81
Wine - Chianti Classica Docg,Thoracic vessel inc NEC,A30,77.41
Lamb - Rack,Renal decapsulation,A30,22.8
"Asparagus - Green, Fresh",Periph nerv excision NEC,A32,50.89
"Cup - 6oz, Foam",Metacarp/carp inj op NOS,A36,8.69
Cranberries - Fresh,Abdomen region ops NEC,A36,7.96
Mustard - Individual Pkg,Revis ant seg op wnd NEC,A31,20.14
Monkfish Fresh - Skin Off,Tendon recession,A32,44.34
Wine - Port Late Bottled Vintage,Pneumoencephalogram,A31,95.84
Wine - Pinot Noir Mondavi Coastal,Vag diaphragm insertion,A34,85.84
Sea Urchin,Other local destruc skin,A43,43.14
Paper Towel Touchless,Delay opening ileostomy,A13,2.05
"Wine - White, Riesling, Semi - Dry",Tot face ostect w recons,A43,30.79
Dried Figs,Orbitotomy NEC,A17,68.23
Tobasco Sauce,Cleft palate correction,A36,96.45
Wine - Jafflin Bourgongone,Incision of nose,A48,2.32
"Beans - Kidney, Canned",Physical therapy NEC,A38,23.03
Wine - Balbach Riverside,Lap bil ing hern-grf NOS,A10,57.06
Paper Cocktail Umberlla 80 - 180,Anal operation NEC,A17,41.13
"Pineapple - Canned, Rings",Remov imp dev-metac/carp,A15,66.59
Cheese - Parmigiano Reggiano,Mesenteric repair NEC,A10,82.93
"Doilies - 5, Paper",Debrid opn fx-metac/car,A40,45.6
Container - Clear 16 Oz,Penile repair NEC,A13,91.76
Wine - Puligny Montrachet A.,Cesarean section NOS,A40,82.8
Ham - Cooked Italian,Excision of pilonid cyst,A21,37.99
Beans - Butter Lrg Lima,Particul teleradioth NEC,A26,16.99
"Pasta - Shells, Medium, Dry",Rev/repl epiretinal pros,A44,80.41
Pork - Ground,Audiometry,A22,6.44
Tofu - Firm,Mid-inner ear ops NEC,A29,15.31
"Lemonade - Island Tea, 591 Ml",Contrast arteriogram NOS,A19,3.26
"Juice - Pineapple, 48 Oz",Fallopian tube dilation,A38,16.11
Ezy Change Mophandle,Remov fallop tube prosth,A41,32.58
Sobe - Berry Energy,Blood vessel thermograph,A17,15.72
Foil Cont Round,Radius/ulna wedg osteoto,A50,25.86
Appetizer - Cheese Bites,Oth metacarp/carp incis,A48,8.71
Tea - Decaf Lipton,Atlas-axis fusion,A37,94.07
Liquid Aminios Acid - Braggs,Translum cor atherectomy,A40,98.11
Walkers Special Old Whiskey,Bact smear NOS,A20,21.68
"Wine - Red, Metus Rose",Metatar/tar division NEC,A13,70.79
Sauce - Mint,Oth salpingo-oophoroplas,A36,59.49
"Wine - White, Mosel Gold",Remove ventricle shunt,A43,40.21
Venison - Striploin,Gingivoplasty,A13,81.98
Jerusalem Artichoke,Apexcardiogram,A01,46.76
Apricots - Halves,Atmos press/compos contr,A40,27.15
Shrimp - Black Tiger 16/20,Retrograde pyelogram,A15,84.5
Wine - Sauvignon Blanc Oyster,Rhinoscopy,A13,88.22
Cabbage - Nappa,Manual reduc rect prolap,A36,6.77
"Salmon - Atlantic, Skin On",Barium swallow,A50,44.02
Steel Wool S.o.s,Lysis of tongue adhesion,A10,30.55
Chips - Doritos,Skull flap formation,A15,4.49
Macaroons - Homestyle Two Bit,Delay opening colostomy,A26,59.21
"Shrimp - 16/20, Peeled Deviened",Excision of mouth NEC,A34,94.66
Pork - European Side Bacon,2 int mam-cor art bypass,A37,16.76
Water - Aquafina Vitamin,Routine psychiat visit,A50,44.34
Creme De Menth - White,Pericardiotomy,A40,93.53
"Croissant, Raw - Mini",Patellar division NEC,A19,77.22
Peach - Halves,Bone graft to face bone,A29,22.98
Orange Roughy 6/8 Oz,Sequestrectomy NEC,A29,95.39
Soho Lychee Liqueur,Prostatic massage,A29,71.73
Cheese - Cheddar With Claret,Incision uterine septum,A36,18.4
"Pork - Sausage, Medium",Other pleural incision,A10,11.4
"Lamb - Whole, Fresh",Exc maj les lid ful-thic,A17,22.58
Table Cloth 90x90 White,Sphenoidectomy,A32,59.71
Muffin - Mix - Bran And Maple 15l,Jt structur division NOS,A22,64.67
Beans - Butter Lrg Lima,"LITT lesn brain,guidance",A08,22.24
Pork - European Side Bacon,Implant arm prosthesis,A36,20.15
"Wine - Red, Concha Y Toro",Thoracostomy closure,A31,47.32
Appetizer - Chicken Satay,Imp/rep CRT pacemakr gen,A10,14.45
Mace Ground,Cystoscopy thru stoma,A32,60.23
Wine - Sauvignon Blanc Oyster,Int/comb version no extr,A15,32.66
Ecolab - Solid Fusion,Spinal cord adhesiolysis,A10,84.17
"Soup - Clam Chowder, Dry Mix",Total hepatectomy,A08,73.02
Muffin Batt - Blueberry Passion,Other therapeutic ultsnd,A11,57.55
Wine - Wyndham Estate Bin 777,Ureterotomy,A19,14.57
Whmis - Spray Bottle Trigger,Play psychotherapy,A20,67.27
Flower - Dish Garden,Alcohol rehab/detox,A31,44.06
Cotton Wet Mop 16 Oz,Middle ear excision NEC,A29,49.62
"Appetizer - Spring Roll, Veg",Measles vaccination,A17,11.87
"Pasta - Lasagna Noodle, Frozen",Removal trunk FB NEC,A40,8.33
Pork - Backfat,Leg varicos v liga-strip,A37,6.34
Onions Granulated,"Hip surface, cermc/cermc",A15,83.33
Glaze - Clear,Other cast application,A10,83.49
Chocolate - White,Ins d-e stnt sup fem art,A48,62.75
"Tortillas - Flour, 10",Hand tenonectomy NEC,A10,67.83
Chef Hat 25cm,Closed aortic valvotomy,A01,32.77
Vaccum Bag - 14x20,Foot joint struct divis,A20,66.55
Bread - Olive Dinner Roll,Repair of hammer toe,A37,89.07
Ginger - Ground,Skull transilluminat,A22,64.03
Island Oasis - Pina Colada,Skull plate removal,A49,31.43
Poppy Seed,Other spinal dx proc,A11,59.92
Pork - Smoked Kassler,Intest seg isolat NOS,A40,56.26
Cod - Fillets,Electroretinogram,A31,21.97
Table Cloth 62x120 White,Retrograde pyelogram,A22,95.78
Wine - Prosecco Valdobiaddene,Open adrenal gland bx,A38,45.62
Peas Snow,Periph nerv excision NEC,A32,56.3
Beef - Tenderloin,Resect ext seg lg bowel,A29,30.19
Flower - Carnations,Endosc destru bile les,A29,80.07
"Croissant, Raw - Mini",Intracarot amobarb test,A38,65.89
Cheese - La Sauvagine,IVUS coronary vessels,A08,99.77
"Yogurt - Peach, 175 Gr",Annuloplasty,A48,94.67
Pastry - Banana Muffin - Mini,Bilat tubal destruct NEC,A13,3.18
Turkey Leg With Drum And Thigh,Clos thoracic fistul NEC,A41,14.06
Cookie Dough - Chunky,Small bowel suture NEC,A48,63.69
Icecream Bar - Del Monte,Partial salpingectom NEC,A40,47.12
Lettuce - Escarole,Op tot intr-abd colectmy,A34,98.11
Eel - Smoked,Fetal ops-facilitate del,A20,87
Wine - Sicilia Igt Nero Avola,Inject anticoagulant,A26,68.35
Wine - Guy Sage Touraine,Anorectal myomectomy,A36,65.1
Snapple Lemon Tea,Bone graft to face bone,A40,1.64
Bagels Poppyseed,Insert bone stimul-chest,A41,46.26
Bar Energy Chocchip,Remov post segmnt FB NOS,A20,64.15
Cookie Dough - Oatmeal Rasin,Prosthetic evaluation,A01,74.87
"Crab - Claws, 26 - 30",Thoracic spine x-ray NEC,A21,21.82
Cake - Night And Day Choclate,Corneal incision,A08,90.82
Apple - Custard,Vectorcardiogram,A01,11.39
"Sauce - Black Current, Dry Mix",Renal autotransplant,A30,73.25
Sour Puss Sour Apple,Other post segment ops,A36,39.45
"Pasta - Cappellini, Dry",Contr pulmon arteriogram,A31,44.46
Spice - Pepper Portions,Tot mandibulec w reconst,A01,72.71
Cardamon Seed / Pod,Arthroplasty carpal w/o,A17,10.08
Blackberries,Bladder les destruct NEC,A08,93.47
Pimento - Canned,Foot joint struct divis,A31,71.33
Wine - Chateauneuf Du Pape,Cell blk/pap-musculoskel,A13,97.32
Tobasco Sauce,C & s-lower GI,A44,72.09
Ginger - Crystalized,Transplantation of ovary,A17,39.22
Wasabi Powder,Spermatic cord ligation,A50,57.34
"Lid - High Heat, Super Clear",Common cold vaccination,A17,91.84
Bread - White Epi Baguette,Lap scervic hysterectomy,A30,86.57
"Cake Circle, Foil, Scallop",Adductor tenotomy of hip,A48,23.41
